County,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Trinity,4/8/20,0,0,,,0,0,
Humboldt,4/8/20,2,3,,,0,0,6
Yolo,4/8/20,2,7,,,1,2,6
Monterey,4/8/20,18,24,,,5,0,24
Santa Clara,4/8/20,156,34,,,70,6,104
Amador,4/8/20,0,0,,,0,0,1
Alameda,4/8/20,84,69,,,45,18,111
Fresno,4/8/20,22,63,,,10,8,64
Mendocino,4/8/20,0,0,,,0,0,7
Lake,4/8/20,0,0,,,0,1,1
Ventura,4/8/20,18,73,,,9,14,31
Butte,4/8/20,1,15,,,1,7,4
Kings,4/8/20,2,8,,,1,1,1
Kern,4/8/20,31,57,,,16,3,32
Mono,4/8/20,19,8,,,0,0,2
Santa Barbara,4/9/20,40,18,,,20,2,45
Lassen,4/9/20,0,2,,,0,0,
Riverside,4/9/20,201,159,,,59,34,133
Madera,4/9/20,0,3,,,0,2,5
Kern,4/9/20,27,35,,,16,9,25
Lake,4/9/20,0,0,,,0,1,2
Tulare,4/9/20,10,11,,,5,4,19
Siskiyou,4/9/20,0,2,,,0,0,5
Modoc,4/9/20,0,0,,,0,0,
Santa Cruz,4/9/20,4,14,,,2,5,7
Imperial,4/9/20,14,10,,,7,3,1
Monterey,4/9/20,17,26,,,5,0,22
Kings,4/9/20,6,6,,,3,0,2
Napa,4/9/20,0,7,,,0,0,10
Solano,4/9/20,14,9,,,8,0,33
Sonoma,4/9/20,5,21,,,2,4,24
Humboldt,4/9/20,2,6,,,0,2,6
Nevada,4/9/20,2,4,,,2,1,4
San Mateo,4/9/20,58,14,,,18,2,39
Trinity,4/9/20,0,0,,,0,0,
San Luis Obispo,4/9/20,2,10,,,2,8,21
Tehama,4/9/20,0,1,,,0,1,5
Orange,4/9/20,146,117,,,45,29,206
Colusa,4/9/20,0,0,,,0,1,5
Yolo,4/9/20,2,4,,,1,2,11
Contra Costa,4/9/20,37,64,,,18,12,73
Sutter,4/9/20,0,0,,,,,
Plumas,4/9/20,0,1,,,0,0,
Butte,4/9/20,1,14,,,1,4,5
Mono,4/9/20,18,15,,,0,0,2
Mariposa,4/9/20,0,0,,,0,0,
San Joaquin,4/9/20,29,18,,,12,7,16
Sacramento,4/9/20,74,60,,,31,11,63
Marin,4/9/20,5,7,,,2,1,21
Del Norte,4/9/20,0,2,,,0,0,5
San Benito,4/9/20,2,1,,,1,0,1
Glenn,4/9/20,0,0,,,0,0,
Calaveras,4/9/20,0,0,,,0,0,11
Amador,4/9/20,0,0,,,0,0,3
San Diego,4/9/20,227,124,,,98,18,163
Merced,4/9/20,1,7,,,0,2,5
Ventura,4/9/20,18,69,,,8,13,29
Santa Clara,4/9/20,158,65,,,70,17,87
San Bernardino,4/9/20,136,269,,,56,41,143
Fresno,4/9/20,25,41,,,10,9,59
Yuba,4/9/20,3,18,,,2,4,6
Stanislaus,4/9/20,28,30,,,11,7,45
Tuolumne,4/9/20,0,0,,,0,0,5
El Dorado,4/9/20,17,3,,,0,1,10
Placer,4/9/20,18,12,,,9,1,16
San Francisco,4/9/20,88,64,,,33,13,45
Inyo,4/9/20,9,135,,,1,0,3
Alameda,4/9/20,80,76,,,44,18,107
Los Angeles,4/9/20,1368,758,,,541,156,569
Shasta,4/9/20,5,7,,,2,1,5
Mendocino,4/9/20,0,0,,,0,0,8
Santa Clara,4/10/20,151,44,,,67,5,99
Sonoma,4/10/20,4,18,,,1,6,32
Stanislaus,4/10/20,27,17,,,11,3,44
Tulare,4/10/20,11,10,,,6,1,16
Los Angeles,4/10/20,1299,754,,,514,142,663
San Joaquin,4/10/20,26,17,,,14,5,20
Solano,4/10/20,18,9,,,9,3,31
San Luis Obispo,4/10/20,2,3,,,2,3,24
Santa Cruz,4/10/20,4,11,,,3,5,4
Colusa,4/10/20,0,0,,,0,0,6
Mendocino,4/10/20,0,1,,,0,1,5
Butte,4/10/20,1,15,,,1,5,5
Sacramento,4/10/20,70,45,,,30,13,69
Trinity,4/10/20,0,0,,,0,0,
Yuba,4/10/20,2,8,,,1,0,7
Marin,4/10/20,6,26,,,1,1,17
San Mateo,4/10/20,56,12,,,18,3,41
Kern,4/10/20,33,38,,,15,5,45
Napa,4/10/20,0,7,,,0,4,7
Calaveras,4/10/20,0,0,,,0,0,11
El Dorado,4/10/20,17,1,,,0,1,10
Nevada,4/10/20,3,3,,,2,1,6
Fresno,4/10/20,27,41,,,11,9,57
Imperial,4/10/20,14,12,,,8,3,1
Modoc,4/10/20,0,0,,,0,0,
Yolo,4/10/20,3,2,,,1,1,7
Amador,4/10/20,0,0,,,0,0,4
Tuolumne,4/10/20,0,0,,,0,1,0
Sutter,4/10/20,0,0,,,,,
Humboldt,4/10/20,2,10,,,0,3,0
Plumas,4/10/20,0,0,,,0,0,
Orange,4/10/20,139,129,,,69,25,187
Del Norte,4/10/20,0,3,,,0,0,4
Mariposa,4/10/20,0,0,,,0,0,
Lassen,4/10/20,0,2,,,0,0,
Lake,4/10/20,0,1,,,0,0,2
Placer,4/10/20,16,11,,,9,3,9
San Francisco,4/10/20,85,46,,,32,12,125
Inyo,4/10/20,9,135,,,1,0,3
Contra Costa,4/10/20,42,30,,,17,6,75
San Diego,4/10/20,230,124,,,96,14,153
San Bernardino,4/10/20,156,295,,,66,58,134
Merced,4/10/20,0,2,,,0,1,4
Santa Barbara,4/10/20,42,13,,,19,1,43
Shasta,4/10/20,5,7,,,2,1,12
Riverside,4/10/20,206,141,,,57,34,140
Siskiyou,4/10/20,0,0,,,0,0,4
Ventura,4/10/20,19,76,,,8,13,30
Glenn,4/10/20,0,0,,,0,0,
Alameda,4/10/20,93,71,,,45,26,128
Kings,4/10/20,8,0,,,3,0,1
Monterey,4/10/20,18,21,,,5,1,25
San Benito,4/10/20,2,1,,,1,0,1
Madera,4/10/20,0,5,,,0,1,6
Mono,4/10/20,0,3,,,0,0,2
Tehama,4/10/20,0,1,,,0,0,8
El Dorado,4/11/20,17,2,,,0,1,9
Humboldt,4/11/20,2,5,,,0,3,3
Glenn,4/11/20,0,0,,,0,0,
Amador,4/11/20,0,0,,,0,0,4
Plumas,4/11/20,0,0,,,0,0,
Merced,4/11/20,0,2,,,0,1,3
Sutter,4/11/20,0,0,,,,,
San Luis Obispo,4/11/20,2,10,,,2,5,23
Inyo,4/11/20,10,140,,,1,0,3
Napa,4/11/20,0,0,,,0,0,5
Yuba,4/11/20,2,2,,,2,0,9
Kings,4/11/20,10,0,,,4,0,1
Stanislaus,4/11/20,23,19,,,8,4,44
Colusa,4/11/20,0,0,,,0,0,6
Alameda,4/11/20,87,91,,,46,19,121
San Bernardino,4/11/20,153,213,,,57,42,117
Sacramento,4/11/20,67,46,,,29,10,80
Kern,4/11/20,32,52,,,17,4,41
Mariposa,4/11/20,0,0,,,0,0,
Nevada,4/11/20,3,3,,,2,1,5
Fresno,4/11/20,28,63,,,11,8,52
Yolo,4/11/20,3,4,,,1,0,7
Del Norte,4/11/20,0,2,,,0,1,5
Riverside,4/11/20,232,127,,,57,26,149
Butte,4/11/20,2,4,,,1,1,5
Trinity,4/11/20,0,0,,,0,0,
Santa Barbara,4/11/20,40,16,,,21,4,53
Solano,4/11/20,13,16,,,9,4,32
Calaveras,4/11/20,0,1,,,0,1,11
Sonoma,4/11/20,3,19,,,1,4,30
San Benito,4/11/20,2,2,,,0,0,2
Tulare,4/11/20,12,3,,,4,2,19
Mono,4/11/20,0,3,,,0,0,2
Placer,4/11/20,20,19,,,7,4,13
Contra Costa,4/11/20,39,38,,,15,15,75
Monterey,4/11/20,18,17,,,5,2,24
Lassen,4/11/20,0,4,,,0,0,
Tuolumne,4/11/20,0,2,,,0,0,3
Orange,4/11/20,144,109,,,44,20,219
Marin,4/11/20,2,27,,,1,3,14
San Mateo,4/11/20,54,15,,,18,2,42
Santa Clara,4/11/20,146,61,,,66,8,106
Modoc,4/11/20,0,0,,,0,0,
Siskiyou,4/11/20,0,0,,,0,0,4
Mendocino,4/11/20,0,1,,,0,1,9
Los Angeles,4/11/20,1362,905,,,555,135,595
San Joaquin,4/11/20,23,14,,,14,5,28
Santa Cruz,4/11/20,4,14,,,3,6,6
Lake,4/11/20,0,0,,,0,0,0
Imperial,4/11/20,14,11,,,7,3,1
Tehama,4/11/20,0,0,,,0,0,7
Shasta,4/11/20,5,3,,,2,0,12
San Diego,4/11/20,239,118,,,98,23,140
San Francisco,4/11/20,82,51,,,28,13,132
Madera,4/11/20,0,5,,,0,2,5
Ventura,4/11/20,22,58,,,9,11,33
Sacramento,4/12/20,69,46,,,28,9,68
Kern,4/12/20,31,28,,,18,3,41
Plumas,4/12/20,0,0,,,0,0,
Stanislaus,4/12/20,19,19,,,8,3,7
San Bernardino,4/12/20,157,172,,,63,36,108
Madera,4/12/20,0,5,,,0,0,5
Santa Clara,4/12/20,145,51,,,66,8,102
Contra Costa,4/12/20,46,32,,,16,3,64
Imperial,4/12/20,18,13,,,8,1,2
San Mateo,4/12/20,46,31,,,16,2,23
Butte,4/12/20,2,0,,,2,0,15
Mendocino,4/12/20,0,0,,,0,0,6
Humboldt,4/12/20,2,4,,,0,2,3
Amador,4/12/20,0,0,,,0,0,3
San Francisco,4/12/20,92,44,,,30,7,71
Nevada,4/12/20,3,1,,,2,2,4
Yuba,4/12/20,1,0,,,1,0,6
Santa Cruz,4/12/20,4,15,,,3,6,4
Tulare,4/12/20,15,4,,,6,1,22
Mariposa,4/12/20,0,0,,,0,0,
Lake,4/12/20,0,0,,,0,0,0
El Dorado,4/12/20,19,1,,,0,0,11
Colusa,4/12/20,0,0,,,0,0,6
Orange,4/12/20,138,108,,,63,33,190
Sonoma,4/12/20,3,11,,,1,3,25
San Joaquin,4/12/20,25,21,,,10,6,23
Modoc,4/12/20,0,0,,,0,0,
Mono,4/12/20,0,3,,,0,0,2
Calaveras,4/12/20,0,2,,,0,2,9
Alameda,4/12/20,91,101,,,42,21,52
Tuolumne,4/12/20,0,0,,,0,0,5
Fresno,4/12/20,23,46,,,11,4,54
Riverside,4/12/20,245,142,,,69,26,146
San Luis Obispo,4/12/20,2,8,,,2,4,24
Santa Barbara,4/12/20,42,7,,,21,1,53
Merced,4/12/20,0,3,,,0,2,2
Monterey,4/12/20,19,13,,,4,4,26
Los Angeles,4/12/20,1433,715,,,559,144,564
Trinity,4/12/20,0,0,,,0,0,
Lassen,4/12/20,0,4,,,0,0,
Inyo,4/12/20,10,140,,,1,0,4
Del Norte,4/12/20,0,2,,,0,0,6
Kings,4/12/20,8,0,,,3,0,3
Shasta,4/12/20,4,3,,,2,0,15
Siskiyou,4/12/20,0,0,,,0,0,6
Ventura,4/12/20,21,65,,,8,8,36
Napa,4/12/20,0,0,,,0,0,6
Sutter,4/12/20,0,0,,,,,
Marin,4/12/20,2,24,,,1,1,13
San Diego,4/12/20,244,108,,,99,19,170
San Benito,4/12/20,0,0,,,0,0,2
Placer,4/12/20,19,15,,,6,3,6
Tehama,4/12/20,0,3,,,0,0,6
Solano,4/12/20,13,19,,,7,10,30
Yolo,4/12/20,4,4,,,2,0,3
Glenn,4/12/20,0,0,,,0,0,
Fresno,4/13/20,22,57,,,12,8,60
San Mateo,4/13/20,57,19,,,18,4,26
Riverside,4/13/20,247,122,,,66,30,132
Humboldt,4/13/20,2,8,,,0,1,10
San Benito,4/13/20,1,1,,,0,0,2
Imperial,4/13/20,19,8,,,7,1,6
Sacramento,4/13/20,73,36,,,28,7,65
Amador,4/13/20,0,0,,,0,0,3
El Dorado,4/13/20,19,1,,,0,1,12
Alameda,4/13/20,85,81,,,40,21,58
San Diego,4/13/20,243,107,,,101,24,171
Solano,4/13/20,13,13,,,7,5,27
Mariposa,4/13/20,0,3,,,0,0,
Tulare,4/13/20,14,3,,,6,0,18
Inyo,4/13/20,10,150,,,1,2,3
Butte,4/13/20,1,8,,,1,7,3
Calaveras,4/13/20,0,1,,,0,1,10
Santa Barbara,4/13/20,42,7,,,21,2,59
Tehama,4/13/20,0,0,,,0,0,6
Santa Clara,4/13/20,151,66,,,65,11,87
Ventura,4/13/20,21,56,,,9,9,35
Mendocino,4/13/20,7,1,,,3,0,6
Yuba,4/13/20,1,2,,,0,0,8
Lassen,4/13/20,0,4,,,0,0,
Modoc,4/13/20,0,0,,,0,0,
Kern,4/13/20,39,32,,,18,1,49
Plumas,4/13/20,0,1,,,0,0,
San Joaquin,4/13/20,26,16,,,12,8,14
Del Norte,4/13/20,0,1,,,0,1,3
Monterey,4/13/20,22,19,,,4,2,21
Kings,4/13/20,0,1,,,0,1,0
Glenn,4/13/20,0,0,,,0,0,
Sutter,4/13/20,0,0,,,,,
Placer,4/13/20,18,9,,,5,3,10
Lake,4/13/20,0,2,,,0,1,3
Sonoma,4/13/20,3,14,,,1,3,31
Siskiyou,4/13/20,0,2,,,0,2,3
Nevada,4/13/20,2,2,,,2,2,5
Los Angeles,4/13/20,1501,793,,,570,150,632
San Francisco,4/13/20,89,48,,,30,9,61
San Luis Obispo,4/13/20,2,5,,,2,2,20
Trinity,4/13/20,0,0,,,0,0,
Yolo,4/13/20,4,0,,,2,0,14
Santa Cruz,4/13/20,4,8,,,3,2,1
Contra Costa,4/13/20,44,44,,,16,5,69
Merced,4/13/20,0,4,,,0,1,5
Napa,4/13/20,0,1,,,0,0,9
Shasta,4/13/20,3,0,,,2,0,6
Stanislaus,4/13/20,21,22,,,9,5,45
Orange,4/13/20,149,81,,,54,17,205
Madera,4/13/20,0,4,,,0,1,8
Mono,4/13/20,0,1,,,0,0,2
Marin,4/13/20,2,20,,,2,1,12
Tuolumne,4/13/20,0,0,,,0,0,6
San Bernardino,4/13/20,167,155,,,60,24,135
Colusa,4/13/20,0,0,,,0,0,6
Santa Clara,4/14/20,144,47,,,66,5,104
Kern,4/14/20,35,23,,,17,3,45
Inyo,4/14/20,10,156,,,0,1,5
Tuolumne,4/14/20,0,0,,,0,0,1
Glenn,4/14/20,0,0,,,0,0,
Nevada,4/14/20,3,4,,,2,1,7
Contra Costa,4/14/20,37,51,,,15,9,61
San Diego,4/14/20,243,109,,,101,22,162
Amador,4/14/20,0,0,,,0,0,4
Marin,4/14/20,2,23,,,2,3,9
Del Norte,4/14/20,0,5,,,0,4,4
Calaveras,4/14/20,0,1,,,0,0,12
Mendocino,4/14/20,0,0,,,0,0,6
Imperial,4/14/20,19,14,,,6,3,3
Sacramento,4/14/20,70,46,,,24,8,59
San Luis Obispo,4/14/20,3,15,,,2,6,18
Sonoma,4/14/20,3,9,,,1,3,23
Mono,4/14/20,0,1,,,0,0,2
San Mateo,4/14/20,55,12,,,19,4,25
San Joaquin,4/14/20,22,10,,,12,1,12
Ventura,4/14/20,24,35,,,9,7,43
Solano,4/14/20,12,25,,,6,4,27
San Benito,4/14/20,1,1,,,0,0,2
San Bernardino,4/14/20,166,149,,,59,43,117
Humboldt,4/14/20,2,7,,,0,0,10
Monterey,4/14/20,18,13,,,3,0,25
Alameda,4/14/20,92,106,,,34,21,61
Plumas,4/14/20,0,1,,,0,0,
Fresno,4/14/20,24,45,,,12,8,42
Lassen,4/14/20,0,6,,,0,0,
Orange,4/14/20,147,111,,,57,31,259
Trinity,4/14/20,0,0,,,0,0,
Riverside,4/14/20,235,117,,,64,36,141
Los Angeles,4/14/20,1587,613,,,588,115,614
Santa Barbara,4/14/20,42,8,,,19,1,64
El Dorado,4/14/20,20,3,,,0,0,12
Modoc,4/14/20,0,1,,,0,0,
Tehama,4/14/20,0,0,,,0,0,4
Yuba,4/14/20,1,1,,,0,1,7
Siskiyou,4/14/20,0,0,,,0,0,2
Yolo,4/14/20,3,0,,,2,0,12
Santa Cruz,4/14/20,4,4,,,3,0,3
Shasta,4/14/20,1,4,,,1,2,9
Madera,4/14/20,0,4,,,0,2,7
Tulare,4/14/20,15,5,,,6,0,18
Mariposa,4/14/20,0,3,,,0,0,
Colusa,4/14/20,0,0,,,0,0,6
Lake,4/14/20,0,3,,,0,0,3
San Francisco,4/14/20,87,53,,,28,5,69
Napa,4/14/20,0,0,,,0,0,8
Merced,4/14/20,0,4,,,0,2,4
Placer,4/14/20,17,15,,,5,4,9
Butte,4/14/20,1,6,,,1,6,4
Sutter,4/14/20,0,0,,,,,
Stanislaus,4/14/20,18,25,,,9,7,50
Kings,4/14/20,8,0,,,2,0,2
Tuolumne,4/15/20,0,0,,,0,0,3
Mariposa,4/15/20,0,4,,,0,0,
San Bernardino,4/15/20,149,109,,,65,39,61
Riverside,4/15/20,207,155,,,70,29,112
Monterey,4/15/20,20,11,,,4,1,22
Trinity,4/15/20,0,0,,,0,0,
Mendocino,4/15/20,0,0,,,0,0,8
Kings,4/15/20,8,0,,,2,0,3
Marin,4/15/20,4,10,,,2,4,11
Fresno,4/15/20,25,33,,,12,2,44
Napa,4/15/20,0,0,,,0,0,8
Colusa,4/15/20,0,0,,,0,0,6
Glenn,4/15/20,0,0,,,0,0,
Lassen,4/15/20,0,6,,,0,0,
Los Angeles,4/15/20,1624,632,,,600,139,566
Shasta,4/15/20,1,1,,,1,0,13
Siskiyou,4/15/20,2,0,,,0,2,3
Placer,4/15/20,13,11,,,2,4,12
Solano,4/15/20,9,14,,,6,4,30
Stanislaus,4/15/20,19,17,,,7,4,33
El Dorado,4/15/20,0,5,,,0,1,12
San Diego,4/15/20,236,112,,,98,23,148
Sacramento,4/15/20,66,60,,,20,14,55
Kern,4/15/20,40,12,,,16,1,47
San Francisco,4/15/20,87,84,,,25,7,76
Del Norte,4/15/20,0,0,,,0,1,4
Santa Barbara,4/15/20,37,7,,,17,2,61
Nevada,4/15/20,3,4,,,2,1,2
Inyo,4/15/20,15,163,,,0,0,6
Humboldt,4/15/20,2,5,,,0,0,11
Butte,4/15/20,1,5,,,0,2,6
Mono,4/15/20,0,0,,,0,0,2
Yuba,4/15/20,0,2,,,0,2,8
Calaveras,4/15/20,0,0,,,0,0,10
San Benito,4/15/20,1,0,,,0,0,4
Madera,4/15/20,1,6,,,0,1,6
Ventura,4/15/20,25,57,,,8,16,37
Alameda,4/15/20,81,99,,,34,11,70
Amador,4/15/20,0,0,,,0,0,2
Merced,4/15/20,0,0,,,0,0,5
San Joaquin,4/15/20,21,21,,,10,3,27
Santa Clara,4/15/20,144,42,,,65,6,92
Tulare,4/15/20,18,3,,,7,0,22
Contra Costa,4/15/20,38,41,,,16,8,76
Sonoma,4/15/20,3,13,,,1,7,25
Orange,4/15/20,156,103,,,73,27,235
Lake,4/15/20,3,3,,,0,2,1
Plumas,4/15/20,0,0,,,0,0,
Santa Cruz,4/15/20,4,2,,,3,2,5
Yolo,4/15/20,2,1,,,2,0,14
Modoc,4/15/20,0,0,,,0,0,
San Luis Obispo,4/15/20,2,6,,,2,4,28
Imperial,4/15/20,21,13,,,7,4,2
Sutter,4/15/20,0,0,,,,,
Tehama,4/15/20,0,0,,,0,0,7
San Mateo,4/15/20,53,18,,,14,4,27
Kern,4/16/20,41,19,,,17,0,57
Placer,4/16/20,12,18,,,1,1,15
Sutter,4/16/20,0,0,,,,,
Lake,4/16/20,1,0,,,0,0,1
Santa Barbara,4/16/20,37,4,,,16,0,62
Nevada,4/16/20,3,3,,,2,2,2
San Mateo,4/16/20,54,18,,,13,3,26
Inyo,4/16/20,0,3,,,0,1,5
San Benito,4/16/20,1,0,,,0,0,2
Lassen,4/16/20,0,5,,,0,0,
Calaveras,4/16/20,0,1,,,0,1,10
Trinity,4/16/20,0,0,,,0,0,
Mono,4/16/20,0,0,,,0,0,2
Colusa,4/16/20,0,1,,,0,1,5
Kings,4/16/20,8,0,,,2,0,5
Napa,4/16/20,0,0,,,0,0,2
Contra Costa,4/16/20,37,59,,,14,13,61
San Luis Obispo,4/16/20,3,11,,,3,0,32
Del Norte,4/16/20,0,3,,,0,0,2
Yolo,4/16/20,2,1,,,1,0,15
Solano,4/16/20,9,15,,,6,4,28
San Diego,4/16/20,231,111,,,94,19,151
Tehama,4/16/20,0,1,,,0,0,5
Sacramento,4/16/20,64,54,,,25,13,43
Marin,4/16/20,5,7,,,2,1,15
Imperial,4/16/20,21,7,,,9,1,3
Humboldt,4/16/20,1,5,,,4,2,-1
Merced,4/16/20,1,1,,,0,0,7
Glenn,4/16/20,0,0,,,0,0,
Modoc,4/16/20,0,2,,,0,0,
Butte,4/16/20,1,10,,,0,3,8
Shasta,4/16/20,1,0,,,1,0,14
Sonoma,4/16/20,3,10,,,1,3,28
Madera,4/16/20,0,7,,,0,0,6
Orange,4/16/20,152,117,,,55,25,258
Mendocino,4/16/20,0,0,,,0,0,8
Yuba,4/16/20,0,2,,,0,2,6
Alameda,4/16/20,73,82,,,31,9,66
Ventura,4/16/20,24,52,,,7,10,38
El Dorado,4/16/20,0,5,,,0,0,14
San Bernardino,4/16/20,164,124,,,60,25,83
Tuolumne,4/16/20,0,0,,,0,0,2
Monterey,4/16/20,20,22,,,4,0,23
Fresno,4/16/20,33,33,,,12,4,48
Los Angeles,4/16/20,1679,620,,,594,108,608
Amador,4/16/20,0,0,,,0,0,5
Siskiyou,4/16/20,0,2,,,0,1,4
Santa Clara,4/16/20,134,48,,,69,8,89
Santa Cruz,4/16/20,4,3,,,3,1,7
Stanislaus,4/16/20,18,19,,,6,3,25
Tulare,4/16/20,22,5,,,8,1,17
Mariposa,4/16/20,0,1,,,0,0,
Riverside,4/16/20,216,150,,,72,34,123
San Francisco,4/16/20,84,35,,,31,9,64
San Joaquin,4/16/20,21,16,,,11,2,28
Plumas,4/16/20,0,0,,,0,0,
Shasta,4/17/20,1,0,,,1,0,13
Sacramento,4/17/20,63,46,,,24,18,38
Colusa,4/17/20,0,1,,,0,1,5
San Bernardino,4/17/20,165,123,,,62,29,82
Inyo,4/17/20,0,3,,,0,1,5
Mendocino,4/17/20,0,0,,,0,0,7
Sonoma,4/17/20,2,6,,,1,3,33
Ventura,4/17/20,23,33,,,8,11,37
San Mateo,4/17/20,51,16,,,16,1,22
Yolo,4/17/20,4,0,,,1,0,14
El Dorado,4/17/20,0,6,,,0,1,12
Orange,4/17/20,160,124,,,58,15,274
San Diego,4/17/20,232,111,,,92,21,157
Napa,4/17/20,0,1,,,0,0,13
Plumas,4/17/20,0,1,,,0,0,
Solano,4/17/20,10,11,,,5,1,36
Mariposa,4/17/20,0,1,,,0,0,
Riverside,4/17/20,215,144,,,69,23,119
Santa Clara,4/17/20,140,60,,,71,11,86
Sutter,4/17/20,0,0,,,,,
Nevada,4/17/20,2,4,,,1,3,0
Del Norte,4/17/20,0,4,,,0,1,3
Siskiyou,4/17/20,0,3,,,0,0,4
Butte,4/17/20,1,9,,,0,6,7
Alameda,4/17/20,85,91,,,35,18,55
Trinity,4/17/20,0,0,,,0,0,
Fresno,4/17/20,31,29,,,12,2,52
Humboldt,4/17/20,0,4,,,2,1,1
Kings,4/17/20,7,0,,,2,0,0
Monterey,4/17/20,22,25,,,3,1,22
Los Angeles,4/17/20,1720,634,,,594,105,593
Calaveras,4/17/20,0,2,,,0,2,9
San Benito,4/17/20,1,0,,,0,0,2
Lassen,4/17/20,0,5,,,0,0,
Marin,4/17/20,4,2,,,2,0,15
Madera,4/17/20,0,5,,,0,0,7
Placer,4/17/20,12,17,,,1,2,16
Contra Costa,4/17/20,34,46,,,13,11,59
Tuolumne,4/17/20,0,0,,,0,0,2
Amador,4/17/20,0,0,,,0,0,3
Merced,4/17/20,0,4,,,0,2,3
Mono,4/17/20,0,0,,,0,0,2
Modoc,4/17/20,0,1,,,0,0,
Glenn,4/17/20,0,0,,,0,0,
Kern,4/17/20,36,16,,,18,1,59
Stanislaus,4/17/20,15,17,,,7,2,22
Yuba,4/17/20,0,5,,,0,4,4
Tulare,4/17/20,23,5,,,7,1,6
Lake,4/17/20,0,6,,,0,1,3
Santa Barbara,4/17/20,36,6,,,16,0,63
Imperial,4/17/20,19,15,,,10,2,3
Santa Cruz,4/17/20,2,3,,,1,2,6
San Joaquin,4/17/20,23,23,,,10,3,26
San Francisco,4/17/20,79,36,,,28,8,66
Tehama,4/17/20,0,0,,,0,0,5
San Luis Obispo,4/17/20,3,11,,,3,2,32
Solano,4/18/20,9,11,,,6,1,34
Mono,4/18/20,0,0,,,0,0,2
Calaveras,4/18/20,0,0,,,0,0,11
Shasta,4/18/20,1,1,,,1,0,13
Tehama,4/18/20,0,0,,,0,0,4
Lassen,4/18/20,0,1,,,0,0,
Siskiyou,4/18/20,0,1,,,0,1,4
Alameda,4/18/20,82,73,,,36,16,62
Monterey,4/18/20,26,21,,,2,0,38
Riverside,4/18/20,223,118,,,71,19,133
Orange,4/18/20,157,120,,,64,23,263
Placer,4/18/20,11,17,,,1,2,6
Stanislaus,4/18/20,14,23,,,5,1,31
Tuolumne,4/18/20,0,0,,,0,0,1
Mariposa,4/18/20,0,0,,,0,0,
Madera,4/18/20,0,7,,,0,0,7
Yolo,4/18/20,4,0,,,1,0,14
San Joaquin,4/18/20,23,27,,,11,4,38
Sonoma,4/18/20,2,4,,,1,1,32
Napa,4/18/20,0,0,,,0,0,13
Nevada,4/18/20,4,5,,,1,4,4
Fresno,4/18/20,32,35,,,13,2,51
San Diego,4/18/20,223,97,,,90,18,164
Inyo,4/18/20,1,1,,,1,0,4
Colusa,4/18/20,0,0,,,0,0,6
Kings,4/18/20,8,0,,,2,0,1
Tulare,4/18/20,27,0,,,9,0,11
Amador,4/18/20,0,0,,,0,0,3
Kern,4/18/20,33,14,,,18,2,56
Glenn,4/18/20,0,0,,,0,0,
San Bernardino,4/18/20,161,108,,,61,22,107
San Luis Obispo,4/18/20,3,12,,,3,2,23
Sutter,4/18/20,0,0,,,,,
San Francisco,4/18/20,74,29,,,27,7,75
San Mateo,4/18/20,49,12,,,16,0,37
Trinity,4/18/20,0,0,,,0,0,
Modoc,4/18/20,0,1,,,0,0,
Plumas,4/18/20,0,1,,,0,0,
Butte,4/18/20,1,4,,,0,2,11
Santa Barbara,4/18/20,31,9,,,15,4,60
Ventura,4/18/20,25,28,,,9,5,35
Merced,4/18/20,0,3,,,0,0,4
Del Norte,4/18/20,0,2,,,0,1,6
Mendocino,4/18/20,0,0,,,0,0,9
El Dorado,4/18/20,0,8,,,0,2,11
Los Angeles,4/18/20,1709,578,,,586,110,579
Sacramento,4/18/20,65,46,,,22,17,58
Yuba,4/18/20,0,3,,,0,2,5
Contra Costa,4/18/20,35,44,,,13,8,79
San Benito,4/18/20,0,0,,,0,0,2
Santa Clara,4/18/20,137,52,,,67,13,84
Santa Cruz,4/18/20,2,2,,,1,1,12
Marin,4/18/20,3,1,,,1,0,13
Humboldt,4/18/20,0,4,,,0,0,5
Imperial,4/18/20,21,12,,,9,4,2
Lake,4/18/20,0,0,,,0,0,6
Solano,4/19/20,11,10,,,6,3,40
San Francisco,4/19/20,73,34,,,27,10,76
Butte,4/19/20,1,3,,,0,1,11
Tulare,4/19/20,27,0,,,9,0,13
Lake,4/19/20,0,2,,,0,0,5
Merced,4/19/20,0,2,,,0,1,4
Mariposa,4/19/20,0,0,,,0,0,
Santa Barbara,4/19/20,29,7,,,16,1,60
Contra Costa,4/19/20,34,40,,,14,7,69
Madera,4/19/20,0,7,,,0,0,7
Mono,4/19/20,0,0,,,0,0,2
El Dorado,4/19/20,0,11,,,0,3,11
Riverside,4/19/20,236,113,,,76,22,145
Del Norte,4/19/20,0,0,,,0,0,3
Colusa,4/19/20,1,0,,,0,0,6
Sutter,4/19/20,0,0,,,,,
Imperial,4/19/20,25,8,,,11,2,1
Siskiyou,4/19/20,0,1,,,0,1,4
Santa Clara,4/19/20,143,32,,,67,5,105
Fresno,4/19/20,32,35,,,14,2,59
Inyo,4/19/20,1,0,,,1,0,5
Kern,4/19/20,34,20,,,18,2,49
